teenager,0.9999998807907104
teen,0.7943518161773682
teen-ager,0.7441363334655762
teenage,0.7398610711097717
16-year-old,0.7361490726470947
pre-teen,0.7345559597015381
17-year-old,0.7280164957046509
14-year-old,0.7129353284835815
teenagers,0.7046114802360535
Teenager,0.6985897421836853
pre-teenager,0.6954584717750549
15-year-old,0.6896858811378479
youngster,0.6859075427055359
teens,0.682680606842041
teenaged,0.675189733505249
18-year-old,0.6665600538253784
19-year-old,0.656125545501709
13-year-old,0.6544082760810852
preteen,0.6431785821914673
high-schooler,0.6427742838859558
kid,0.6427230834960938
fourteen-year-old,0.6410627365112305
teenager.,0.6393318772315979
12-year-old,0.6340895295143127
teenager.The,0.6244291067123413
middle-schooler,0.619508683681488
TEENAGER,0.6187335252761841
fifteen-year-old,0.6132277250289917
thirteen-year-old,0.6112438440322876
sixteen-year-old,0.6063600182533264
tweenager,0.6048098802566528
teenager.I,0.601959228515625
21-year-old,0.5968107581138611
teen-aged,0.5967495441436768
pre-teens,0.595493733882904
adolescent,0.5954000949859619
seventeen-year-old,0.5905673503875732
Teenagers,0.5894678831100464
schoolboy,0.5854929089546204
twelve-year-old,0.583143413066864
20-year-old,0.5826539993286133
10-year-old,0.5802672505378723
ten-year-old,0.5783417820930481
almost-adult,0.5775489211082458
teenager-,0.5760653614997864
teen.,0.5748444199562073
17-years-old,0.5747224688529968
nine-year-old,0.5737947821617126
braces-wearing,0.5712641477584839
22-year-old,0.5703397989273071
highschooler,0.5689504146575928
schoolgirl,0.5671944618225098
teen.The,0.5654235482215881
11-year-old,0.5650361776351929
15-years-old,0.5640926957130432
teen.I,0.5627239942550659
14-years-old,0.5604276657104492
Teenage,0.5585031509399414
16-years-old,0.5575925707817078
pre-teenage,0.5567787885665894
boy,0.5537011623382568
nineteen-year-old,0.5513681769371033
23-year-old,0.5512968301773071
13-years-old,0.5505484938621521
seven-year-old,0.5497934222221375
girl,0.5431355834007263
teenages,0.5407545566558838
middle-ager,0.5399799346923828
young,0.5382294654846191
post-teen,0.5374760627746582
24-year-old,0.5371854901313782
18-years-old,0.5362523198127747
9-year-old,0.5338950753211975
teen-age,0.5333762168884277
preteens,0.5317926406860352
19-years-old,0.5316312313079834
pre-adolescent,0.5310184955596924
11-years-old,0.5296630263328552
pimple-faced,0.5292160511016846
17-yr-old,0.5285882353782654
grade-schooler,0.5273169875144958
adolescence,0.5269824266433716
six-year-old,0.526177167892456
seventeen-years-old,0.5259888768196106
hormone-addled,0.5246532559394836
fourteen-years-old,0.5243637561798096
Teen,0.5242950916290283
child,0.5230773687362671
teenager.He,0.5229034423828125
8-year-old,0.5227113962173462
eleven-year-old,0.5225367546081543
late-teen,0.5221794843673706
16yo,0.5208170413970947
then-17-year-old,0.520729124546051
teenagery,0.5205935835838318
pimply-faced,0.5191760659217834
25-year-old,0.5191177725791931
toddler,0.5182305574417114
teens-,0.5176311731338501
youth,0.5167421102523804
eight-year-old,0.5166949033737183
twenty-year-old,0.515479564666748
teenhood,0.5136240124702454
zit-faced,0.5131840109825134
sixteen-years-old,0.5119093656539917
nine-years-old,0.51185542345047
schoolkid,0.5118457078933716
early-twenties,0.5088244676589966
then-14-year-old,0.5086186528205872
Teens,0.5076753497123718
schoolchild,0.5075288414955139
pre-pubescent,0.5073506832122803
kid.When,0.5060847997665405
fifteen-years-old,0.5058078765869141
18-yr-old,0.5052576065063477
lad,0.5047943592071533
twenty-something,0.5039134621620178
then-18-year-old,0.5034388899803162
acne-ridden,0.5033518671989441
17-year-olds,0.5031716227531433
16-year-olds,0.5025229454040527
twentysomething,0.5024557709693909
16-yr-old,0.5012469291687012
teens.It,0.5009809136390686
late-teens,0.5008941888809204
twenty-one-year-old,0.5006781816482544
26-year-old,0.5003679394721985
12-years-old,0.5000307559967041
16-YEAR-OLD,0.49999290704727173
20-years-old,0.4993833303451538
7-year-old,0.4984990358352661
schoolmate,0.49767783284187317
teener,0.49736160039901733
thirteen-years-old,0.49679645895957947
pimply,0.49643251299858093
10-years-old,0.4959135949611664
6-year-old,0.49550992250442505
stepfather,0.49514150619506836
17yo,0.49459558725357056
then-12-year-old,0.4940771460533142
early-20,0.4940537214279175
eighteen-year-old,0.4936748147010803
adult.And,0.49340954422950745
pubescent,0.4932124614715576
teenage-hood,0.492867112159729
year-old-girl,0.49277156591415405
twenties,0.49264317750930786
adult,0.4925231635570526
prepubescent,0.49221503734588623
teendom,0.49213171005249023
18-year-olds,0.49152904748916626
ninth-grader,0.49150708317756653
Teen-ager,0.4912395477294922
sixth-grader,0.4898309111595154
teenThe,0.4891485571861267
27-year-old,0.4889953136444092
14-year-olds,0.48897069692611694
sixth-former,0.4885246753692627
15-yr-old,0.4875168800354004
preadolescent,0.487496942281723
seventh-grader,0.48672187328338623
early-20s,0.4856775999069214
twenty-two-year-old,0.4855138957500458
teens.,0.48535722494125366
Teenaged,0.4850839376449585
hormone-crazed,0.4847217798233032
adolescents,0.4843103289604187
teenagehood,0.48373648524284363
15yo,0.482992559671402
8-years-old,0.48272526264190674
seven-years-old,0.4821545481681824
adult.A,0.48183631896972656
22-years-old,0.48165857791900635
teen-,0.481536865234375
twenty-three-year-old,0.4808289110660553
kid.But,0.48078644275665283
TEENAGERS,0.4796198904514313
youths,0.4796020984649658
grandmother,0.4794318675994873
17-year-,0.47920018434524536
youngsters,0.47880664467811584
stepdaughter,0.47879278659820557
adult.I,0.4775700569152832
angst-y,0.4773537218570709
eight-years-old,0.4772395193576813
boy-man,0.47687941789627075
then-16-year-old,0.47638607025146484
