word	dim1	dim2	cluster
cool	5.147517204284668	10.680757522583008	5
ignorant	-4.478146553039551	10.625421524047852	6
lazy	4.895710468292236	12.827089309692383	1
imaginative	4.206841945648193	11.982421875	4
stupid	-5.022085189819336	10.762290000915527	6
judgmental	-0.6258483529090881	11.813612937927246	7
free	5.506234169006348	12.646027565002441	4
discovery	4.074282646179199	10.027809143066406	5
romance	4.3440470695495605	12.680567741394043	0
curiosity	2.704197406768799	13.058323860168457	0
biased	0.4526437520980835	11.780163764953613	1
curious	2.549664258956909	13.0359468460083	7
sleep	6.295069694519043	12.07040023803711	2
hormonal	1.1008909940719604	12.273897171020508	7
obnoxious	-4.715216159820557	10.939936637878418	6
independence	4.138814926147461	9.705954551696777	5
immature	-4.775094985961914	10.614909172058105	6
growth	4.757790565490723	11.1937255859375	5
rebellious	-1.591248869895935	11.834150314331055	3
identity	4.971230983734131	9.468523025512695	5
learning	4.024270057678223	12.487451553344727	4
reactive	-1.046730399131775	11.845635414123535	3
different	4.59442663192749	11.72927188873291	2
inquisitive	-0.9320705533027649	11.989511489868164	3
smart	4.635787010192871	9.855304718017578	5
fashion	3.858985662460327	12.368562698364258	0
sports	3.2095603942871094	12.72275447845459	0
grades	4.657844066619873	9.641135215759277	7
dull	5.027008056640625	10.142911911010742	1
drugs	-4.593213081359863	10.778635025024414	6
grumpy	-2.0223186016082764	12.169449806213379	3
angry	-2.256147623062134	12.25112533569336	3
moody	-1.804281234741211	11.880855560302734	3
phone	6.03661584854126	12.589024543762207	2
friendly	6.310062885284424	12.03026008605957	4
risky	-1.8781850337982178	12.287290573120117	3
tired	-2.0015971660614014	11.639988899230957	1
family	6.426283359527588	11.886137962341309	4
independent	5.347396373748779	9.797645568847656	5
creative	5.499135494232178	10.77122688293457	5
happy	4.082558631896973	12.079597473144531	5
exercise	2.146153211593628	12.746932983398438	0
malleable	2.2203733921051025	13.123815536499023	7
brain	4.885927200317383	9.272500991821289	5
fun	2.7369110584259033	12.81242561340332	0
school	5.686408996582031	11.094869613647461	4
social	6.213456630706787	11.479119300842285	4
new	5.840511798858643	12.47722053527832	4
perceptible	4.863160610198975	11.00764274597168	4
developing	4.411306858062744	11.329839706420898	5
intelligent	5.221279144287109	10.171388626098633	5
homework	0.8031753301620483	11.871370315551758	7
bonds	4.741921424865723	11.641131401062012	4
handful	2.4543354511260986	12.805448532104492	7
observant	5.3538336753845215	10.037388801574707	4
food	6.39687442779541	12.149812698364258	4
makeup	5.57108736038208	12.619034767150879	2
understanding	6.3853068351745605	11.418207168579102	4
anxiety	-4.814136981964111	10.982354164123535	6
annoying	-4.67325496673584	11.083355903625488	6
insecure	-5.215040683746338	10.858075141906738	6
stressed	-2.294729709625244	12.089740753173828	3
irresponsible	-5.126373291015625	10.628962516784668	6
knowledgeable	5.125936985015869	9.468511581420898	5
money	4.221915245056152	9.990777969360352	5
kids	5.154567718505859	12.756577491760254	4
procrastination	0.09697899967432022	11.929693222045898	7
mentalhealth	0.6080361604690552	11.633670806884766	7
friends	5.7051472663879395	12.207344055175781	4
bored	0.6333349943161011	12.009522438049316	1
party	3.1327412128448486	13.061457633972168	0
wild	-1.5507444143295288	12.079675674438477	3
job	3.840494155883789	9.767511367797852	5
dumb	1.5043938159942627	12.839980125427246	1
puberty	1.7350832223892212	12.672876358032227	0
